"CHAVE DE ACESSO","MODELO","SÉRIE","NÚMERO","NATUREZA DA OPERAÇÃO","DATA EMISSÃO","EVENTO MAIS RECENTE","DATA/HORA EVENTO MAIS RECENTE","CPF/CNPJ Emitente","RAZÃO SOCIAL EMITENTE","INSCRIÇÃO ESTADUAL EMITENTE","UF EMITENTE","MUNICÍPIO EMITENTE","CNPJ DESTINATÁRIO","NOME DESTINATÁRIO","UF DESTINATÁRIO","INDICADOR IE DESTINATÁRIO","DESTINO DA OPERAÇÃO","CONSUMIDOR FINAL","PRESENÇA DO COMPRADOR","VALOR NOTA FISCAL"
"14250133453598002924550010000147181065730735","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","14718","Venda de combustivel ou lubrificante a consumidor","01/01/2025 14:17:33","Autorização de Uso","02/01/2025 14:17:38","33453598002924","RAIZEN S.A.","240134017","RR","BOA VISTA","00394429003045","COMANDO DA AERONAUTICA","SP","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","11310.44"
"51250133855749000250550150000364741831025505","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","15","36474","Venda ao Consumidor","01/01/2025 14:24:54","Autorização de Uso","01/01/2025 13:25:00","33855749000250","VALE DA SERRA COMBUSTIVEIS LTDA","137749090","MT","RIBEIRAO CASCALHEIRA","00394544005063","MINISTERIO DA SAUDE","MT","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","372.30"
"35250156122133000195550010000000701788209301","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","70","VENDA DE MERCADORIA","01/01/2025 14:35:00","Autorização de Uso","06/01/2025 10:46:55","56122133000195","JONELUC COMERCIAL LTDA","462112836112","SP","MONTE APRAZIVEL","09620754000119","BATALHAO ESCOLA DE ENGENHARIA","RJ","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","2748.00"
"35250156122133000195550010000000711788209309","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","71","VENDA DE MERCADORIA","01/01/2025 14:35:00","Autorização de Uso","06/01/2025 14:48:45","56122133000195","JONELUC COMERCIAL LTDA","462112836112","SP","MONTE APRAZIVEL","10652179001600","INSTITUTO FEDERAL DE EDUCACAO. CIENCIA E TECNOLOGIA DO PARAN","PR","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","571.53"
"51250136381687000108550030000143161002776097","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","3","14316","VENDA","01/01/2025 14:46:54","Autorização de Uso","01/01/2025 14:45:30","36381687000108","RN COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA","138037752","MT","JUINA","00394544003605","]MINISTERIO DA SAUDE","DF","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","400.00"
"22250163505812000109550010000076741628975436","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","7674","VENDAS DENTRO DO ESTADO","01/01/2025 14:51:40","Autorização de Uso","01/01/2025 14:52:37","63505812000109","ROBEVALDO ALVES LIMA LTDA","194204200","PI","TERESINA","10806496000300","INST. FED. PIAUI/CAMPUS TERESINA CENTRAL","PI","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1738.50"
"35250156122133000195550010000000781788209300","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","78","VENDA DE MERCADORIA","01/01/2025 15:01:00","Autorização de Uso","08/01/2025 10:01:13","56122133000195","JONELUC COMERCIAL LTDA","462112836112","SP","MONTE APRAZIVEL","00394502054589","COMANDO DA MARINHA","RJ","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","2210.50"
"17250148625930000167550010000000861322104323","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","86","6102-VENDAS DE MERCADORIAS TERCEIRO (P/ FORA DO ESTADO)","01/01/2025 15:18:00","Autorização de Uso","03/01/2025 15:23:44","48625930000167","GRAN COMERCIO DE PRODUTOS E SERVICOS","295342196","TO","GURUPI","09580824000152","11 DEPOSITO E SUPRIMENTO","DF","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","290000.00"
"22250163505812000109550010000076751647626848","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","7675","VENDAS DENTRO DO ESTADO","01/01/2025 15:24:57","Autorização de Uso","01/01/2025 15:28:25","63505812000109","ROBEVALDO ALVES LIMA LTDA","194204200","PI","TERESINA","10806496000220","INST. FED. PIAUI/CAMPUS TERESINA ZONA SUL","PI","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1235.00"
"33250119479106000148550020000007781726448830","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","778","VENDA","01/01/2025 15:29:12","Autorização de Uso","01/01/2025 15:33:31","19479106000148","POSTO DE GASOLINA IATE CLUBE LTDA","86610949","RJ","MANGARATIBA","00394502017624","COMANDO DA MARINHA","RJ","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","206.76"
"33250119527356000106550020000024781960745079","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","2478","VENDA","01/01/2025 15:30:09","Autorização de Uso","01/01/2025 15:30:09","19527356000106","POSTO DE GASOLINA NOSSA SENHORA DA GUIA LTDA","86626799","RJ","MANGARATIBA","00394502017624","COMANDO DA MARINHA","RJ","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","0 - NORMAL","1 - OPERAÇÃO PRESENCIAL","204.99"
"51250124503991000193550010000434741211117753","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","43474","VENDA DE MERCADORIA","01/01/2025 15:30:45","Autorização de Uso","01/01/2025 14:30:41","24503991000193","AUTO POSTO REZENDAO LTDA","136246699","MT","CAMPINAPOLIS","00394544005063","MINISTERIO DA SAUDE","MT","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","600.00"
"22250163505812000109550010000076761924575166","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","7676","VENDAS DENTRO DO ESTADO","01/01/2025 15:46:18","Autorização de Uso","01/01/2025 15:51:12","63505812000109","ROBEVALDO ALVES LIMA LTDA","194204200","PI","TERESINA","10806496000653","INSTITUTO FEDERAL DE EDUCACAO. CIENCIA E TECNOLOGIA DO PIAUI","PI","CONTRIBUINTE ISENTO","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1372.48"
"22250163505812000109550010000076771511763473","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","7677","VENDAS DENTRO DO ESTADO","01/01/2025 16:14:02","Autorização de Uso","01/01/2025 16:19:21","63505812000109","ROBEVALDO ALVES LIMA LTDA","194204200","PI","TERESINA","10806496001110","INSTITUTO FEDERAL DE EDUCACAO. CIENCIA E TECNOLOGIA DO PIAUI","PI","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","2430.32"
"33250135820448000721556060000011791166540437","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","606","1179","VENDA MERC. ADQ. REC. TERC. EFET. FORA ESTAB.","01/01/2025 16:15:23","Autorização de Uso","01/01/2025 16:16:05","35820448000721","WHITE MARTINS GASES INDUSTRIAIS LTDA","83118113","RJ","DUQUE DE CAXIAS","00394544017150","MINISTERIO DA SAUDE INSTITUTO NACIONAL DE CANCER","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","5 - NÃO INFORMADO","1718.84"
"35250148829387000110550010000019291019251302","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","1929","Venda","01/01/2025 16:41:30","Autorização de Uso","01/01/2025 16:41:36","48829387000110","PRIDE COMERCIO VAREJISTA E ATACADISTA LTDA","286788252117","SP","DIADEMA","00394502009443","COMANDO DA MARINHA","RJ","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","2 - OPERAÇÃO NÃO PRESENCIAL. PELA INTERNET","753.00"
"35250148829387000110550010000019301020251559","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","1930","Venda","01/01/2025 17:09:55","Autorização de Uso","01/01/2025 17:10:01","48829387000110","PRIDE COMERCIO VAREJISTA E ATACADISTA LTDA","286788252117","SP","DIADEMA","10652179001430","INSTITUTO FEDERAL DO PARANA - CAMPUS CASCAVEL","PR","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","2 - OPERAÇÃO NÃO PRESENCIAL. PELA INTERNET","271.60"
"33250150827589000174550010000002111405930013","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","211","Venda de Mercadoria Adquirida/Recebida de Terceiros","01/01/2025 17:14:34","Autorização de Uso","01/01/2025 17:15:25","50827589000174","VARIEDADE COMERCIAL JGB LTDA","13542333","RJ","NOVA IGUACU","10695891001092","INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO TRIANG","MG","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","2537.10"
"33250101226416000195550020000003161364177635","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","316","OUTRAS SAIDAS. NAO ESPECIFICADA","01/01/2025 17:25:00","Autorização de Uso","01/01/2025 17:23:29","01226416000195","NUTRIMED SERV. MEDICOS EM NUTR PARENT. E ENTERAL","85934112","RJ","CAMPOS DOS GOYTACAZES","33781055000216","INST.NAC.SAUDE MULHER.CRIANCA ADOLESCENTE - IFF","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","0 - NORMAL","1 - OPERAÇÃO PRESENCIAL","2943.42"
"24250123533848000181550010000040221016270920","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","4022","Venda de mercad adquirida ou receb de Terc","01/01/2025 17:25:40","Autorização de Uso","01/01/2025 17:25:41","23533848000181","R T COSTA FELICIANO ME","204390532","RN","NATAL","09538279000136","58 BATALHAO DE INFATARIA MOTORIZADO","GO","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","5710.00"
"15250147669109000180550010000001021900613359","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","102","VENDAS","01/01/2025 17:32:00","Autorização de Uso","01/01/2025 17:35:32","47669109000180","CLISTENES F DOS REIS","158524969","PA","BELEM","00394502039601","CENTRO DE INTENDÊNCIA DA MARINHA EM BELÉM","PA","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","0 - NORMAL","0 - NÃO SE APLICA","25.00"
"24250123533848000181550010000040241016274091","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","4024","Venda de mercad adquirida ou receb de Terc","01/01/2025 17:34:02","Autorização de Uso","01/01/2025 17:34:13","23533848000181","R T COSTA FELICIANO ME","204390532","RN","NATAL","00394544003958","MINISTERIO DA SAUDE DSEI POTIGUARA","PB","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1192.80"
"35250103219723000174550010000244631400870702","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","24463","VENDA","01/01/2025 17:40:00","Autorização de Uso","01/01/2025 17:50:25","03219723000174","FJ SERVIÇOS AUTOMOTIVOS LTDA ME","115057583110","SP","SAO PAULO","00402552000550","COMISSAO NACIONAL DE ENERGIA NUCLEAR","SP","CONTRIBUINTE ICMS","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","420.00"
"24250123533848000181550010000040251016281621","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","4025","Venda de mercad adquirida ou receb de Terc","01/01/2025 17:40:34","Autorização de Uso","01/01/2025 17:40:35","23533848000181","R T COSTA FELICIANO ME","204390532","RN","NATAL","09577042000164","47 BATALHAO DE INFANTARIA","MS","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1395.00"
"33250148228818000192550010000000911207593830","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","91","Venda de mercadoria a nao contribuinte","01/01/2025 17:42:12","Autorização de Uso","01/01/2025 17:42:12","48228818000192","JAVA WR LTDA","12917015","RJ","VOLTA REDONDA","21040001000130","UNIVERSIDADE FEDERAL DE ITAJUBA","MG","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","715.00"
"24250123533848000181550010000040301016286933","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","4030","Venda de mercad adquirida ou receb de Terc","01/01/2025 17:47:10","Autorização de Uso","01/01/2025 17:47:11","23533848000181","R T COSTA FELICIANO ME","204390532","RN","NATAL","00394429017771","COMANDO DA AERONAUTICA","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","6581.50"
"35250103219723000174550010000244641007083366","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","24464","VENDA","01/01/2025 17:51:00","Autorização de Uso","01/01/2025 17:59:44","03219723000174","FJ SERVIÇOS AUTOMOTIVOS LTDA ME","115057583110","SP","SAO PAULO","00402552000550","COMISSAO NACIONAL DE ENERGIA NUCLEAR","SP","CONTRIBUINTE ICMS","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","420.00"
"27250107478815000120550010000133801011752354","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","13380","OUTRAS","01/01/2025 17:52:35","Autorização de Uso","01/01/2025 17:52:41","07478815000120","AUTO POSTO SABALANGA LTDA","241051894","AL","VICOSA","24464109000148","UNIVERSIDADE FEDERAL DE ALAGOAS","AL","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1356.67"
"24250123533848000181550010000040311016290091","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","4031","Venda de mercad adquirida ou receb de Terc","01/01/2025 17:57:11","Autorização de Uso","01/01/2025 17:57:12","23533848000181","R T COSTA FELICIANO ME","204390532","RN","NATAL","09586718000186","5 BATALHAO DE ENGENHARIA DE COMBATE BLINDADO","SC","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","545.80"
"33250148228818000192550010000000921208002425","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","92","Venda de mercadoria a nao contribuinte","01/01/2025 17:58:14","Autorização de Uso","03/01/2025 15:34:06","48228818000192","JAVA WR LTDA","12917015","RJ","VOLTA REDONDA","08711015000250","INSTITUTO MILITAR DE ENGENHARIA","RJ","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","9 - OPERAÇÃO NÃO PRESENCIAL. OUTROS","1149.00"
"41250123935375000149550010000022431130603112","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2243","VENDA","01/01/2025 18:00:00","Autorização de Uso","01/01/2025 20:28:42","23935375000149","ONADIR SERRATO JUNIOR","9080467300","PR","CURITIBA","75095679000149","UNIVERSIDADE FEDERAL DO PARANÁ","PR","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","0 - NORMAL","0 - NÃO SE APLICA","226.90"
"41250123935375000149550010000022441130603110","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","2244","VENDA","01/01/2025 18:00:00","Autorização de Uso","01/01/2025 20:33:57","23935375000149","ONADIR SERRATO JUNIOR","9080467300","PR","CURITIBA","75095679000149","UNIVERSIDADE FEDERAL DO PARANÁ","PR","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","0 - NORMAL","0 - NÃO SE APLICA","2085.00"
"24250123533848000181550010000040291016284190","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","4029","Venda de mercad adquirida ou receb de Terc","01/01/2025 18:03:11","Autorização de Uso","01/01/2025 18:03:12","23533848000181","R T COSTA FELICIANO ME","204390532","RN","NATAL","09538909000172","2 BATALHAO DE ENGENHARIA DE COMBATE","SP","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1484.25"
"51250124503991000193550010000434751745010940","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","43475","VENDA DE MERCADORIA","01/01/2025 18:15:38","Autorização de Uso","01/01/2025 17:15:34","24503991000193","AUTO POSTO REZENDAO LTDA","136246699","MT","CAMPINAPOLIS","00394544005063","MINISTERIO DA SAUDE","MT","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","295.69"
"51250118022755000152550020000046411011818344","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","4641","VENDA","01/01/2025 18:18:34","Autorização de Uso","01/01/2025 18:18:39","18022755000152","AUTO POSTO AGUA BOA LTDA","134974891","MT","AGUA BOA","00394544005063","MINISTERIO DA SAUDE","MT","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","371.25"
"31250108804362000147550010000006521491685149","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","652","Venda a prazo","01/01/2025 18:34:00","Autorização de Uso","01/01/2025 18:34:36","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","26994558006830","PROCURADORIA DA UNIAO NO RN","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1703.19"
"31250108804362000147550010000006531823851866","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","653","Venda a prazo","01/01/2025 18:34:00","Autorização de Uso","01/01/2025 18:35:09","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","07947821000189","AGENCIA NACIONAL DE AVIACAO CIVIL","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","2916.39"
"31250108804362000147550010000006541189344967","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","654","Venda a prazo","01/01/2025 18:35:00","Autorização de Uso","01/01/2025 18:35:33","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","04898488000177","AGENCIA NACIONAL DE TRANSPORTES TERRESTRES - ANTT","DF","CONTRIBUINTE ISENTO","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1993.33"
"31250108804362000147550010000006551559226278","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","655","Venda a prazo","01/01/2025 18:35:00","Autorização de Uso","01/01/2025 18:36:00","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","00418993000116","CADE","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","983.33"
"31250108804362000147550010000006571761319553","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","657","Venda a prazo","01/01/2025 18:36:00","Autorização de Uso","01/01/2025 18:36:44","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","00489828008059","MINISTERIO DA GESTAO E DA INOVACAOEM SERVICOS PUBLICOS","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","2580.00"
"31250108804362000147550010000006581982682399","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","658","Venda a prazo","01/01/2025 18:36:00","Autorização de Uso","01/01/2025 18:37:04","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","00489828008059","MINISTERIO DA GESTAO E DA INOVACAOEM SERVICOS PUBLICOS","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","2365.00"
"31250108804362000147550010000006591114581666","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","659","Venda a prazo","01/01/2025 18:37:00","Autorização de Uso","01/01/2025 18:37:24","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","00489828008059","MINISTERIO DA GESTAO E DA INOVACAOEM SERVICOS PUBLICOS","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","430.00"
"31250108804362000147550010000006601541718233","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","660","Venda a prazo","01/01/2025 18:37:00","Autorização de Uso","01/01/2025 18:37:48","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","00489828008059","MINISTERIO DA GESTAO E DA INOVACAOEM SERVICOS PUBLICOS","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","552.50"
"31250108804362000147550010000006611082300550","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","661","Venda a prazo","01/01/2025 18:37:00","Autorização de Uso","01/01/2025 18:38:10","08804362000147","FACHINELI COMUNICACAO LTDA","26155970009","MG","UBERABA","00489828008059","MINISTERIO DA GESTAO E DA INOVACAOEM SERVICOS PUBLICOS","DF","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","1892.50"
"51250107418552000163550070000389701335671421","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","7","38970","VENDA","01/01/2025 18:44:16","Autorização de Uso","01/01/2025 17:43:36","07418552000163","TIGRAO AUTO POSTO EIRELI","133116166","MT","CAMPINAPOLIS","00394544005063","MINISTERIO DA SAUDE","MT","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","350.00"
"13250132786398000200550020000011921229141007","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","2","1192","109264 - VENDA / COMBUST. LUBRIF","01/01/2025 19:03:22","Autorização de Uso","01/01/2025 19:03:30","32786398000200","JM COMERCIO DE DERIVADOS DE PETROLEO LTDA","54218586","AM","AUTAZES","00394544003605","]MINISTERIO DA SAUDE","DF","NÃO CONTRIBUINTE","1 - OPERAÇÃO INTERNA","1 - CONSUMIDOR FINAL","1 - OPERAÇÃO PRESENCIAL","84.00"
"22250119568836000115550010000086241000067331","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","8624","VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS","01/01/2025 19:04:00","Autorização de Uso","01/01/2025 19:29:13","19568836000115","L E C COMERCIO DE ALIMENTOS LTDA","195350081","PI","TERESINA","06517387000134","FUNDACAO UNIVERSIDADE FEDERAL DO PIAUI","PI","CONTRIBUINTE ICMS","1 - OPERAÇÃO INTERNA","0 - NORMAL","1 - OPERAÇÃO PRESENCIAL","5702.35"
"35250142124513000154550010000003321005770175","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","332","VENDA","01/01/2025 19:10:00","Autorização de Uso","01/01/2025 21:09:44","42124513000154","RICPEL COMERCIO E DISTRIBUIDORA LTDA","131280831118","SP","SAO PAULO","15180714000104","UNIVERSIDADE FEDERAL DA BAHIA-UFBA","BA","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","165.00"
"35250142124513000154550010000003331005770172","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","333","VENDA","01/01/2025 19:10:00","Autorização de Uso","01/01/2025 21:47:47","42124513000154","RICPEL COMERCIO E DISTRIBUIDORA LTDA","131280831118","SP","SAO PAULO","15180714000104","UNIVERSIDADE FEDERAL DA BAHIA-UFBA","BA","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","1 - CONSUMIDOR FINAL","0 - NÃO SE APLICA","275.00"
"53250141445037000100550010000000611265525220","55 - NF-E EMITIDA EM SUBSTITUIÇÃO AO MODELO 1 OU 1A","1","61","Venda de mercadoria adquirida ou recebida de terceiros","01/01/2025 19:14:33","Autorização de Uso","01/01/2025 19:53:33","41445037000100","NKSTECH SOLUCOES CORPORATIVAS LTDA","804608600109","DF","BRASILIA","24416174000106","UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO","PE","NÃO CONTRIBUINTE","2 - OPERAÇÃO INTERESTADUAL","0 - NORMAL","0 - NÃO SE APLICA","13790.00"
